,Autism,Multiple Sclerosis,Crohn's Disease,Ulcerative Colitis,Irritable Bowel Syndrome,Cirrhosis,Type 2 Diabetes,Obesity,Pouchitis,Short Bowel Syndrome,Acquired Immunodeficiency Syndrome,Psoriasis,Cystic Fibrosis,Chronic Obstructive Pulmonary Disease,Inflammatory Bowel Disease,Parkinson's Disease,Alzheimer's Disease,Atherosclerosis,Type 1 Diabetes,Caries,Allergy,Behcet's Disease,Sjögren Syndrome,Hepatitis B,Tuberculosis,Asthma,Rheumatoid Arthritis,Blepharitis,Polycystic Ovary Syndrome,Trachoma,Megaesophagus,Pneumonia,Hypertension,Viral Diarrhea,Spondyloarthritis,Transient Ischemic Attack,Denture Stomatitis,Coronary Heart Disease,Acne,Vitiligo,Appendicitis,Postmenopausal,Psoriatic Arthritis,Botulism,Idiopathic Pulmonary Fibrosis,Rett Syndrome,Gingivitis,Anorexia Nervosa,Pancreatitis,Ascites,Alcoholism,Gastroenteritis,Hepatitis C,Schizophrenia,Cervicitis,Smoking,Pregnancy,Hyperthyroidism,Otitis Media,Prediabetes,Chlamydia,Azoospermia,Hyperlipidemia,Oligoasthenoteratozoospermia,Attention Deficit Hyperactivity Disorder,Osteoarthritis,Bronchiectasis,Wilson's Disease,Bronchiolitis,Keratitis,Anovulation,Silicosis,Urolithiasis,Endometriosis,Urogenital Schistosomiasis,Cholestasis,Diarrhea,Pediculosis,Rosacea,Fibromyalgia,Sepsis,Intrahepatic Cholangiocarcinoma,Osteoporosis,Miscarriage,Huntington's Disease,Vestibulodynia,Hyperglycemia,Migraine,Traumatic Brain Injury,Vulvodynia,Fatigue,Sarcopenia
Asthma,0.3926505399449641,0.6596892770667793,0.6006131836040713,0.6528425520974902,0.43200204498493505,0.23497813499638717,0.6748090030665477,0.7073302226501608,0.20723123624606793,0.3715330534635525,0.6816627980062004,0.6439906260034907,0.6922077018840308,0.604615209461842,0.42729617582246104,0.7026392151005026,0.5838959853796608,0.4763099470346721,0.7006700934033504,0.4583294602302739,0.723998349773831,0.6036084286860774,0.41603838111444413,0.5550048649755307,0.5307935547957889,1.0000000000000024,0.692752663043696,0.2034970342407606,0.44583966415626314,0.18276077166385674,0.4917047527322203,0.715882196630958,0.7459868918887917,0.2215395102486845,0.6142925931579867,0.6200826832036743,0.1661546326865134,0.7374316554368908,0.2606848351822687,0.34757978024302505,0.48582816064239615,0.43638796499329074,0.4403690316474543,0.45758121246440636,0.5471079714248337,0.37290656296648433,0.32890721959270586,0.5906210367951537,0.6489447205162789,0.4736713971338699,0.7179634538074005,0.5167286673910115,0.5281026314286245,0.6887943291083782,0.19384707146759897,0.6027061992990904,0.5982768422904813,0.6619759018678939,0.5538487756217112,0.3761185651188545,0.47232382286090674,0.11076975512434226,0.6244878518447264,0.2721357087860656,0.5942084056277689,0.5764640825288319,0.43780856423281955,0.5276118204976405,0.3357529766803166,0.4476337948021366,0.3234460877023925,0.43690409523281054,0.3133041799951829,0.5469486172853316,0.29774201374422493,0.5534170368717111,0.2215395102486845,0.2261078158230673,0.31728420915785543,0.5805547607631568,0.6784647501365956,0.2939779688099753,0.6263050330807183,0.423008989640851,0.44671178806668066,0.1661546326865134,0.5673586770260626,0.6612533520052688,0.5038120777183003,0.1661546326865134,0.29077060720139836,0.20933516060466584
Rheumatoid Arthritis,0.3757422226471549,0.7522774042632668,0.7321214876365664,0.6835279497440078,0.4451991096026712,0.24359779892365496,0.7552973173727553,0.7002115541986595,0.19830744488452573,0.40293864366898063,0.7549873090719956,0.6557628906769697,0.6830998497180514,0.5866150928923437,0.45310091554509857,0.6887817306895406,0.6063056403942517,0.45579908840273475,0.7443662442068837,0.43859287730950824,0.7187214037067757,0.7028819293356438,0.48467140109686524,0.5402622328351976,0.6564102759823642,0.6927526630436981,1.000000000000004,0.23800827732435353,0.39108750709048123,0.19987511706556305,0.4889831576142179,0.6784038597090163,0.7498131503985732,0.18549962900111297,0.7153232833334696,0.6380437452683639,0.18549962900111297,0.6993189291556846,0.24945922497781906,0.46773604683341075,0.4952274784001943,0.49254939562585176,0.4565230157482972,0.4949912224043368,0.4949912224043368,0.3673440037570733,0.3421128446899833,0.5869257030931445,0.6623998542720497,0.5193766413642339,0.7479941864763378,0.5127912718435772,0.5837796363632192,0.6989087636446312,0.21199957600127198,0.5921325310759146,0.6177123067642784,0.715820982489837,0.5602845937176482,0.38563087254679557,0.4745838454408471,0.052999894000317994,0.654510076025875,0.26041700106987625,0.5335205663857348,0.6025610376476733,0.39431120199741965,0.5890404340610267,0.32129478221510493,0.504510284373651,0.24073610748631807,0.4307595292859184,0.26983140803851013,0.5724642834319398,0.28492064734044614,0.5466692054575008,0.18549962900111297,0.23800827732435353,0.35156152465532614,0.6316583246365013,0.6757486485040562,0.3125763218963633,0.7262531043938094,0.3816623266988606,0.5129705824045554,0.158999682000954,0.6204880891908271,0.6892765374259945,0.5499146145584426,0.158999682000954,0.38424923150230544,0.2804490780752514
Blepharitis,0.08512565307587487,0.22287124708010472,0.23717082451262847,0.2547623326825341,0.12247448713915893,0.14433756729740646,0.2220577958421638,0.20225995873897265,0.1091089451179962,0.1825741858350554,0.209358947339656,0.2130032168075646,0.265747001726367,0.2166445612065605,0.17025130615174974,0.1894841822399668,0.18314741859825207,0.16329931618554522,0.24072846024282474,0.27498597046143514,0.2493773340269083,0.214422506967559,0.06666666666666667,0.28213824634343937,0.21067524290009612,0.2034970342407606,0.23800827732435356,1.0000000000000004,0.2738612787525831,0.19245008972987526,0.17766726362967536,0.23054198381035207,0.19779694303230894,0.3061862178478973,0.2182178902359924,0.22116293423234573,0.10206207261596575,0.19588084274975673,0.16012815380508716,0.20016019225635895,0.15569978883230462,0.16495721976846453,0.27050089040022973,0.18330889377669163,0.21997067253202995,0.24253562503633297,0.26352313834736496,0.16744367165578428,0.23917230155373032,0.21821789023599236,0.21339479988816001,0.2468709655505094,0.2684624220856098,0.19695964928958387,0.2041241452319315,0.20732210721568234,0.2611164839335468,0.24397501823713333,0.2041241452319315,0.24753688574416857,0.2611164839335468,0.0,0.21919864974047643,0.2314550249431379,0.1351845176089688,0.19611613513818402,0.09491579957524991,0.17677669529663692,0.17677669529663695,0.329956008798045,0.1986798535597566,0.2439750182371333,0.17320508075688779,0.15748519708717804,0.12909944487358058,0.26318067798390765,0.3061862178478973,0.25000000000000006,0.30772872744833185,0.17586311452816478,0.2041241452319315,0.18057877962865385,0.24440645096710584,0.222717701593687,0.11973686801784995,0.10206207261596575,0.16293763397807054,0.26111648393354686,0.20309059861498083,0.10206207261596575,0.2041241452319315,0.2314550249431379
Polycystic Ovary Syndrome,0.23312620206007845,0.32182515217339447,0.4185789451624785,0.4806345965331826,0.38013155617496425,0.23717082451262847,0.4500164362547306,0.467747665721464,0.2988071523335984,0.42500000000000004,0.382235393578219,0.46666666666666656,0.4512224450481759,0.3729349269914457,0.5595028849441883,0.33441756291047076,0.35109890380286335,0.38013155617496425,0.4554901364111145,0.47336463120312877,0.39610981441341087,0.3670126371966897,0.18257418583505536,0.4249670751074407,0.41211279587236693,0.44583966415626264,0.39108750709048096,0.2738612787525831,0.9999999999999991,0.15811388300841894,0.40871194568479957,0.37881913495476177,0.41168382051656716,0.2795084971874737,0.3884492980336779,0.29611004613199104,0.11180339887498948,0.44256446914830133,0.3508232077228117,0.32889675724013595,0.447721504346782,0.45175395145262565,0.44447831849231534,0.2811267651158746,0.32128773156099955,0.2878248378005309,0.3752776749732567,0.4738488263997006,0.4512224450481759,0.3984095364447978,0.39739589488035654,0.4442837603395971,0.4227484077039395,0.40754380626257625,0.39131189606246314,0.3731092686007539,0.44494920831460966,0.46770717334674233,0.36735402487496543,0.4609772228646443,0.4290581651605166,0.0,0.4952476857798227,0.33806170189140666,0.41464421443136457,0.4117660525726739,0.25993762245501817,0.32274861218395146,0.22592402852876603,0.2811267651158746,0.5803810000880093,0.2672612419124244,0.316227766016838,0.4657942525560891,0.38890872965260115,0.522543728363424,0.2795084971874737,0.41079191812887467,0.337099931231621,0.3852967794407614,0.37733647120308944,0.39562828403747224,0.4610971909142652,0.6099375455928333,0.26233033431358116,0.1677050983124842,0.4164748821161106,0.38138503569823673,0.2383656473113981,0.1677050983124842,0.19565594803123157,0.2958039891549808
Trachoma,0.04914731871829904,0.18716330835829237,0.27386127875258304,0.2288021576612147,0.1414213562373095,0.08333333333333333,0.1794871794871795,0.18164975363768868,0.1259881576697424,0.21081851067789195,0.2148861237401014,0.1756820922315766,0.18411492357966466,0.21442250696755893,0.14744195615489714,0.1701758234142103,0.18504537000090027,0.09428090415820634,0.227429413073671,0.2268046058132572,0.2303649134883627,0.21664456120656048,0.07698003589195009,0.12216944435630522,0.17376201171422895,0.1827607716638567,0.19987511706556305,0.19245008972987526,0.15811388300841897,1.0,0.12309149097933272,0.17747130188322274,0.18271698928734176,0.35355339059327373,0.18898223650461357,0.22700174153566627,0.1178511301977579,0.19791075025865987,0.09245003270420485,0.2773500981126145,0.13483997249264842,0.23809523809523805,0.15617376188860607,0.21166687833365083,0.25400025400038095,0.14002800840280097,0.1217161238900369,0.22557184744398812,0.21480074417627545,0.16798421022632318,0.19712567225455274,0.24433888871261042,0.1549968516584257,0.1768895435017441,0.1178511301977579,0.13679711361135388,0.2010075630518424,0.2253744679276044,0.2020305089104421,0.17149858514250882,0.20100756305184242,0.0,0.18983159915049977,0.0890870806374748,0.24975621642178505,0.07548513560963971,0.10959932487023819,0.13608276348795434,0.13608276348795434,0.29633362966711113,0.15294382258037448,0.1690308509457033,0.06666666666666667,0.07273929674533079,0.14907119849998596,0.18993429409939655,0.35355339059327373,0.19245008972987526,0.35533452725935066,0.13537948868448255,0.2357022603955158,0.13900960937138318,0.21950153595617267,0.2571722499368198,0.13826022596405668,0.0,0.18814417367671943,0.20100756305184242,0.167506302543202,0.0,0.29462782549439476,0.0890870806374748
Megaesophagus,0.29038160345625114,0.45788443731363004,0.5168865612218185,0.4828045495852675,0.41778637429367493,0.12309149097933272,0.4923659639173305,0.4695503192371226,0.23262105259961768,0.31139957766460924,0.486030755525619,0.4411494016915298,0.48725407978178664,0.4486909633967744,0.4174235549683611,0.5117100696271601,0.44904234970402385,0.36556307750696554,0.49457171801100414,0.38526449584936473,0.47850683631650237,0.4685790789045566,0.3269077650786027,0.3308364192745533,0.42349477692996007,0.4917047527322194,0.48898315761421746,0.17766726362967536,0.4087119456847997,0.12309149097933272,0.9999999999999987,0.5133623681389547,0.4638749494218189,0.2611164839335467,0.4303489473092927,0.3876950116348577,0.0870388279778489,0.5011432319350654,0.20483662259967564,0.2560457782495946,0.43153898470104013,0.33410547551533176,0.2883549180407972,0.3439179697143974,0.4064485096624697,0.2757801013306769,0.3370999312316211,0.4878878468650998,0.49858557000927,0.35668561398608056,0.4913559813893522,0.45114057173802724,0.35772737939508914,0.4759086343124757,0.1740776559556978,0.4293832972403135,0.3958771301467764,0.509753356878093,0.3605894301939456,0.29554023164452436,0.31546458808571237,0.0,0.4556497642013079,0.2302830932359191,0.4611429759107163,0.39024627133664247,0.32377786340654124,0.41457809879442514,0.3517632353407243,0.3439179697143974,0.28239124736245247,0.2704813730373557,0.27080128015453203,0.389481099278934,0.19266865889711307,0.40679974080915154,0.2611164839335467,0.28426762180748055,0.31491832864888675,0.46242775130784636,0.43519413988924444,0.3849952517545091,0.4052815699964837,0.36087515878885357,0.40844777656932474,0.0870388279778489,0.4863378839957802,0.4731968821285681,0.30927900792716906,0.0870388279778489,0.1740776559556978,0.296078262731896
Pneumonia,0.405584096620789,0.6228021749834484,0.648033569008335,0.6612947306423124,0.4015717152884215,0.26620695282483414,0.6484528338040837,0.6700819225050407,0.2012335412716613,0.4349404882813932,0.6792996399366632,0.6079813277051737,0.6616710824722171,0.6088614634335539,0.5102509602648637,0.6277561110526773,0.555938394642916,0.45176817969947425,0.6861572984202684,0.43471413360133115,0.6592409728180565,0.6426340716885715,0.3791134844881344,0.5528800436767177,0.6475931791722129,0.7158821966309593,0.6784038597090151,0.23054198381035204,0.3788191349547617,0.17747130188322274,0.5133623681389552,1.000000000000001,0.6748873946467174,0.18823674154144757,0.6120853547013035,0.6269554597139563,0.12549116102763172,0.7225401292475608,0.22149757345268375,0.4306897261579962,0.5025347347475337,0.41832521158188224,0.40188723221438466,0.5183941911953442,0.5860108248295197,0.38518977074607913,0.3078159452789587,0.6090663406757724,0.6616710824722171,0.5254431355426713,0.6297146944131778,0.542039258506586,0.5363961145066208,0.6390680720580931,0.15686395128453964,0.6190778270850902,0.5440143770235634,0.6824573477486074,0.54678291590611,0.3195788103519034,0.4949639004066845,0.06274558051381586,0.6148363139765929,0.3083028035433118,0.4820295995895985,0.5425560342237126,0.43764153458047755,0.552449211451692,0.41660104470127546,0.5071247522563151,0.24428825377502134,0.46497094022432556,0.2662069528248341,0.49377451669849537,0.27778652654639074,0.6067419560296352,0.18823674154144757,0.25615775978928007,0.32161457389955994,0.5135551964969434,0.698044583216202,0.3885559075033273,0.6010234459947108,0.31492078863122214,0.4232670846837925,0.09411837077072378,0.592675898133673,0.6220492261867795,0.4994230346445827,0.09411837077072378,0.28235511231217125,0.2371560027256245
Hypertension,0.42430736759132986,0.7261713769853159,0.6442535198266893,0.6248510114943789,0.4263613931381278,0.27407548393101255,0.7695196279601533,0.7841254701136328,0.15538619377310117,0.40085003576613126,0.7012188122788355,0.5994694228574586,0.6623057014746129,0.5729875355376384,0.4142048112201077,0.6996153173341257,0.6520679914138736,0.4651215197870485,0.7791603306039094,0.45688762840597485,0.6925380836222564,0.6489053808512601,0.4509770301136639,0.5106256561489433,0.5643433032754331,0.7459868918887929,0.7498131503985728,0.19779694303230888,0.41168382051656727,0.18271698928734176,0.463874949421819,0.6748873946467183,1.0000000000000038,0.19380063324460367,0.5891726513896762,0.6882602095705617,0.16957555408902822,0.7613320167268147,0.24704830266521813,0.4275836007667235,0.47119321660562963,0.43069004617730533,0.40663229398599104,0.4350952658359657,0.4786047924195623,0.3837824416689356,0.3127444271003338,0.6292770812887771,0.6623057014746129,0.5006888466022145,0.7496289820052016,0.5106256561489433,0.5495958303184844,0.7168275041555965,0.16957555408902822,0.6186301293710602,0.6266629132084609,0.7296535932873803,0.5329517414226606,0.3760284617313364,0.4235139468386842,0.09690031662230184,0.682869959658749,0.25637413974602896,0.6032337424476076,0.5508346425369447,0.38299072202961554,0.5314815269212368,0.2797271194322296,0.46990288710284295,0.29866683433932234,0.40536310738187664,0.32889058071721505,0.5532256082867169,0.2604618505402555,0.5700168525957423,0.19380063324460367,0.21757663733553975,0.32138199230281356,0.5704770577113145,0.70252729551169,0.27145627246160037,0.6381256049344375,0.42290765313036716,0.4902502397674108,0.14535047493345277,0.6381256049344375,0.7127429837041296,0.550912451172273,0.14535047493345277,0.3149260290224808,0.2380617011927412
Viral Diarrhea,0.052128603514268686,0.19851666679418606,0.19364916731037082,0.2080125735844609,0.15,0.17677669529663687,0.21757131728816848,0.19266865889711307,0.26726124191242434,0.27950849718747367,0.22792115291927587,0.2608745973749754,0.2603778219616477,0.26533431525261614,0.26064301757134345,0.20628424925175867,0.2243088616368177,0.19999999999999998,0.21442250696755893,0.28867513459481287,0.2137965276235341,0.19695964928958382,0.16329931618554516,0.21596710639534,0.22116293423234568,0.2215395102486845,0.18549962900111297,0.3061862178478973,0.27950849718747367,0.35355339059327373,0.2611164839335467,0.18823674154144757,0.19380063324460367,0.9999999999999998,0.1670382761952652,0.24077170617153837,0.12499999999999997,0.17992804317122013,0.19611613513818402,0.24514516892273003,0.19069251784911845,0.2020305089104421,0.27607881518711636,0.13470397652008118,0.31430927854685603,0.14852213144650112,0.2581988897471611,0.2392550744586321,0.22783059421644175,0.22271770159368692,0.20908334939572668,0.259160527674408,0.2465984809580359,0.21442250696755893,0.12499999999999997,0.21764287503300347,0.24873416908154547,0.2390457218668787,0.17857142857142855,0.3031695312954162,0.266500895444513,0.0,0.23490461932490847,0.1889822365046136,0.19867985355975656,0.20016019225635887,0.1743714581157289,0.2525907427704613,0.21650635094610968,0.26940795304016235,0.16222142113076252,0.17928429140015903,0.21213203435596426,0.19287918745261487,0.23717082451262841,0.24174688920761406,0.9999999999999998,0.3061862178478973,0.37688918072220445,0.21538744758532144,0.18749999999999997,0.22116293423234568,0.23281653683320871,0.32732683535398854,0.2199706725320299,0.0,0.23281653683320871,0.21320071635561041,0.17766726362967536,0.0,0.062499999999999986,0.1889822365046136
Spondyloarthritis,0.2786391062876763,0.6234057781658181,0.6383106423916783,0.6300619191619367,0.32071349029490914,0.18898223650461363,0.5960208997453208,0.5811337627572942,0.21428571428571427,0.3735089404169979,0.6624450829620763,0.667335973545037,0.6089028755593191,0.536917095238434,0.48761843600343346,0.59266668490147,0.46460525323089036,0.37416573867739394,0.6017216678143164,0.3728997624083886,0.6938370952263615,0.6843158461850074,0.3818813079129864,0.5310206610205515,0.6206369449132922,0.614292593157988,0.7153232833334692,0.21821789023599242,0.3884492980336778,0.1889822365046136,0.4303489473092925,0.6120853547013039,0.5891726513896763,0.16703827619526523,1.000000000000002,0.538922416123522,0.13363062095621217,0.6571998277284399,0.2620712091804796,0.3931068137707192,0.49690601165168463,0.4319593977248309,0.472225068880764,0.504016128774185,0.516016512792618,0.3307850775156018,0.3622844186547358,0.4932792642882621,0.5567112005113773,0.45238095238095205,0.6356335852083417,0.5310206610205515,0.5602028383337773,0.5659049018729879,0.20044593143431827,0.6010642191053485,0.5508094528882503,0.6069327367499436,0.5249774394708338,0.38892223413129845,0.48433244995346103,0.06681531047810609,0.6098716028340495,0.277791949751858,0.40709558710775334,0.6098437018280511,0.38835610375074986,0.5207738061220604,0.3664704561599682,0.4680149767188861,0.21677749238103,0.4791574237499547,0.264575131106459,0.5464207904830388,0.3169328455231937,0.5276448530110863,0.16703827619526523,0.27277236279499056,0.3424747597107865,0.5180824506060022,0.5929858804931922,0.39405520311955017,0.6311173443996161,0.3061862178478971,0.3233429931887183,0.13363062095621217,0.48889371749266,0.5484352742120083,0.44634559113358185,0.13363062095621217,0.3173727247710038,0.22728432252424743
Transient Ischemic Attack,0.4518393411049244,0.6572114528034416,0.5595028849441881,0.5425717076765194,0.28892604740584604,0.25537695922762454,0.6089758258504893,0.6163131486778466,0.16087236302194668,0.36340778388926165,0.6173658546857792,0.5473549337591348,0.5563880604310479,0.5293328222536137,0.3639816914456336,0.633259485770426,0.6345849210768826,0.42135048580019213,0.6840560651850909,0.3938605598855856,0.6397750659233973,0.6243937589509454,0.4914731871829903,0.44718941068013107,0.5236228073340851,0.6200826832036748,0.6380437452683626,0.22116293423234568,0.296110046131991,0.22700174153566624,0.38769501163485764,0.6269554597139556,0.6882602095705613,0.24077170617153834,0.5389224161235213,1.000000000000003,0.0902893898143269,0.6426034654795397,0.23609608232494278,0.424972948184897,0.3673069030134303,0.3405026123034994,0.3855374107484292,0.48649359382246177,0.454060687567631,0.4410390995754933,0.2331262020600784,0.567829117377804,0.5407151573203142,0.3753688470512089,0.7110716360707259,0.40559039573314215,0.47499149599660745,0.6582426287630118,0.18057877962865376,0.5502235867566392,0.5732151526122689,0.6403043401642113,0.5073403808614558,0.2919785812368918,0.4106616018714762,0.12038585308576918,0.5332647821200914,0.2502586653563095,0.6059288394309237,0.45301336337355474,0.34986427898452493,0.5560384374855327,0.26064301757134345,0.48649359382246177,0.17576247754451402,0.43166584730171553,0.18727643676692465,0.40867068922192534,0.20938142159739223,0.45594551931340294,0.24077170617153834,0.22116293423234568,0.2540839030242196,0.47537602972796417,0.5944051496109852,0.17749925672341868,0.4964927653561985,0.31524416249564025,0.564935617421201,0.0902893898143269,0.5525484001544789,0.6865748656288753,0.6587696530021597,0.0902893898143269,0.34610932762158636,0.1592555143176515
Denture Stomatitis,0.052128603514268686,0.14888750009563953,0.12909944487358055,0.10400628679223045,0.15,0.17677669529663687,0.16317848796612636,0.16514456476895406,0.13363062095621217,0.11180339887498948,0.1424507205745474,0.11180339887498947,0.16273613872602982,0.11371470653683549,0.10425720702853737,0.154713186938819,0.14019303852301107,0.15,0.13401406685472433,0.24056261216234404,0.15271180544538152,0.09847982464479191,0.04082482904638629,0.129580263837204,0.14744195615489714,0.16615463268651337,0.18549962900111297,0.10206207261596575,0.11180339887498948,0.1178511301977579,0.0870388279778489,0.12549116102763172,0.1695755540890282,0.12499999999999997,0.13363062095621217,0.0902893898143269,0.9999999999999998,0.14994003597601677,0.09805806756909201,0.09805806756909201,0.09534625892455922,0.1515228816828316,0.22086305214969307,0.17960530202677488,0.08980265101338744,0.09901475429766741,0.2581988897471611,0.17089648175616579,0.09764168323561791,0.08908708063747478,0.13067709337232916,0.086386842558136,0.1643989873053573,0.18761969359661407,0.0,0.10882143751650174,0.10660035817780521,0.11952286093343935,0.21428571428571425,0.2425356250363329,0.10660035817780521,0.0,0.06711560552140243,0.1889822365046136,0.09933992677987828,0.1601281538050871,0.058123819371909635,0.10825317547305484,0.07216878364870323,0.08980265101338744,0.16222142113076252,0.11952286093343935,0.1414213562373095,0.07715167498104596,0.07905694150420947,0.12087344460380703,0.12499999999999997,0.10206207261596575,0.0753778361444409,0.21538744758532144,0.09374999999999999,0.14744195615489714,0.13303802104754786,0.10910894511799618,0.07332355751067664,0.0,0.13303802104754786,0.1865506268111591,0.14213381090374028,0.0,0.062499999999999986,0.1889822365046136
Coronary Heart Disease,0.41269349543711337,0.648889996308909,0.665886834063698,0.6903256692366886,0.41983210073284716,0.3180708486299891,0.6785511437439753,0.7065361792397225,0.22440969727312546,0.3889202910697197,0.6766552161945453,0.6705522259822742,0.6480815958719525,0.5819865493891514,0.4752228129275851,0.612419301531066,0.5583057878071584,0.515793723757498,0.7266017160385053,0.4616955740429627,0.7180691625726104,0.6536446300600575,0.35258551694956214,0.569925236364942,0.5571077956980367,0.7374316554368894,0.699318929155681,0.1958808427497567,0.4425644691483017,0.19791075025865984,0.5011432319350659,0.7225401292475588,0.7613320167268106,0.1799280431712201,0.6571998277284379,0.6426034654795387,0.14994003597601677,0.9999999999999972,0.2822943394377281,0.47049056572954717,0.4917900193704498,0.4483284342594134,0.4371340246032918,0.43088040715804804,0.5601445293054622,0.38006466103164727,0.3097148065412555,0.6313808947031841,0.6793144438657814,0.5022502748493762,0.7147792004126929,0.5388384052904908,0.5817397656752693,0.6687307829026953,0.1799280431712201,0.6004542014276492,0.6222972226332026,0.7168504827326524,0.5483521315694323,0.36365800343413485,0.4603294523588082,0.11995202878081342,0.6843055088373226,0.2946944347394307,0.5322491504428786,0.5666270589584664,0.39043592303240604,0.5020939367717215,0.38089884858544415,0.47396844787385284,0.2918818286451252,0.45878430894889866,0.2714204574975907,0.5460154963310486,0.2844912156790806,0.5799605962380765,0.1799280431712201,0.24485105343719585,0.3616689748253366,0.5856196564003556,0.6972211672884766,0.33603327359564145,0.6542854017151538,0.41881085840121846,0.44856078352244805,0.05997601439040671,0.5984317698614213,0.6777072493060214,0.5200017887756903,0.05997601439040671,0.31487407554963526,0.226688026722639
Acne,0.040893041005476534,0.23359392871314275,0.27850332594800836,0.29916056127123175,0.19611613513818404,0.2773500981126146,0.2560154751808751,0.2806917861068949,0.3144854510165755,0.2631174057921088,0.2458445859472209,0.3508232077228118,0.280853606653491,0.20814536170751843,0.4089304100547655,0.20227834851568377,0.1979576415965627,0.23533936216582088,0.2733361367952671,0.30194054243855895,0.2635533918505182,0.3090157215747629,0.09607689228305227,0.30495336640726384,0.2891574659831202,0.2606848351822688,0.2494592249778191,0.16012815380508716,0.3508232077228118,0.09245003270420485,0.2048366225996757,0.22149757345268378,0.2470483026652183,0.19611613513818402,0.2620712091804796,0.2360960823249429,0.09805806756909201,0.28229433943772825,1.0000000000000004,0.26923076923076933,0.22438727760202978,0.27735009811261463,0.4764628900066311,0.10567049305145204,0.3170114791543562,0.15534712747612348,0.25318484177091666,0.24131201407727346,0.280853606653491,0.2795426231258449,0.2665300196340372,0.3388370737858487,0.3224129401095806,0.21025856676559007,0.19611613513818402,0.22764415728978893,0.2508726030021273,0.2812843385630973,0.22413272587221036,0.28539089649269644,0.20906050250177272,0.0,0.34222378222022676,0.14824986333222026,0.18183351671314593,0.2826334318595975,0.22798037629377663,0.2547623326825341,0.11322770341445959,0.24656448378672147,0.12725695259515554,0.32816506165694687,0.22188007849009167,0.3026137663344013,0.2480694691784169,0.31606977062050706,0.19611613513818402,0.16012815380508716,0.17739371879672478,0.2534457226662687,0.2696596858150031,0.2313259727864961,0.28699992765705223,0.2567762955065478,0.1437993271357627,0.09805806756909201,0.23481812262849727,0.20906050250177274,0.19512313566832123,0.09805806756909201,0.09805806756909201,0.14824986333222026
Vitiligo,0.3066978075410741,0.44772169670019035,0.40509574683346655,0.40794621991531577,0.15689290811054726,0.20801257358446096,0.41602514716892197,0.3778543274515892,0.20965696734438366,0.2411909553094331,0.48051441798774996,0.40929374234328014,0.42128040998023636,0.23788041338002108,0.3066978075410741,0.37421494475401496,0.4289082234592192,0.2549509756796393,0.43103006186945964,0.3962969619506085,0.39533008777577716,0.5021505475589897,0.3682947537517003,0.44048819592160304,0.4337361989746801,0.34757978024302494,0.4677360468334109,0.20016019225635898,0.32889675724013606,0.2773500981126146,0.2560457782495946,0.43068972615799617,0.427583600766724,0.24514516892273006,0.3931068137707192,0.4249729481848971,0.09805806756909201,0.47049056572954706,0.26923076923076933,1.0000000000000007,0.1869893980016915,0.316971540700131,0.3248610613681576,0.35223497683817345,0.4050702233638994,0.310694254952247,0.2531848417709167,0.3887804671244959,0.4085143369505322,0.2795426231258449,0.4715531116602198,0.3727207811644334,0.37077488112601753,0.42051713353118014,0.049029033784546004,0.3841495154265186,0.33449680400283627,0.4688072309384955,0.4202488610103942,0.21404317236952236,0.31359075375265916,0.0,0.46068586068107437,0.2223747949983304,0.3766551417629449,0.329739003836197,0.205182338664399,0.382143499023801,0.19814848097530433,0.35223497683817345,0.19088542889273336,0.3047247001100221,0.13867504905630731,0.2874830780176812,0.18605210188381271,0.3950872132756336,0.24514516892273006,0.20016019225635898,0.2365249583956331,0.33792763022169137,0.4412613040609141,0.1734944795898721,0.44354534274271695,0.21398024625545653,0.3738782505529829,0.0,0.3522271839427457,0.3763089045031909,0.33449680400283627,0.0,0.2696596858150031,0.14824986333222026
